Building: Sidall Hall
39.12919430617035,-84.51777496962517
39.12881331359821,-84.51781418367571
39.12881221015751,-84.51779189852954
39.1288033826313,-84.51779189852954
39.128800807935946,-84.51775396636587
39.12881956642852,-84.51775301806178
39.12881478485248,-84.51766767069356
39.128794922917656,-84.51766861899766
39.12879271603565,-84.51763685081059
39.12880411825853,-84.5176359025065
39.128800440122326,-84.51760840168782
39.12917995037144,-84.51756967735538
39.12918215724129,-84.51759077712143
39.129192823777984,-84.51759125127347
39.129193191589536,-84.5176258643728
39.1291805020889,-84.51762847220908
39.12918550899774,-84.51771331441361
39.12920040536676,-84.51771189195748
39.129200957084066,-84.51774863874103
39.12919304913555,-84.51774863874103
